ipcc_coverage,ipcc_score,ipcc_share,primary_wg,score,share,title,deviation,abs_md,representation,ys,year_av
0.124080322717099,23.3506170390077,0.00743410677189778,2,359.276671914222,0.00807107137235412,"{forest, stand, tropical}",-0.0006369646004563403,0.0006369646004563403,0.9210805392406591,0.43454294595945725,4.408163265306122
0.0448428606012323,5.86219930922256,0.00186634106970725,3,296.049958421464,0.00665069716737017,"{power, generation, electricity}",-0.00478435609766292,0.00478435609766292,0.2806233726689501,0.3967668369294915,4.642857142857143
0.139370322394886,41.974170032323,0.0133632640696737,2,588.748126648277,0.0132260971056101,"{ecosystem, net, productivity}",0.00013716696406360085,0.00013716696406360085,1.0103709327829915,0.42262745966613585,4.51063829787234
0.162330655536762,11.7587736035561,0.00374362606047536,2,149.953743897605,0.00336867785793291,"{coral, reef, bleaching}",0.0003749482025424498,0.0003749482025424498,1.1113042618959492,0.44026727238949015,4.645833333333333
0.0656705988474791,10.1439839761531,0.00322952750435528,1,262.705326155903,0.00590161734132322,"{delta, isotope, thousand}",-0.00267208983696794,0.00267208983696794,0.547227534008699,0.4909314510677512,4.339285714285714
0.28220965549989,37.3370150376972,0.0118869388278054,1,197.337779750633,0.00443314979607003,"{ozone, stratospheric, tropospheric}",0.00745378903173537,0.00745378903173537,2.681375404535873,0.4986868457916228,4.203389830508475
0.0778884616226957,15.247854847916,0.00485444049690191,3,434.936537563965,0.00977075360451291,"{energy, demand, source}",-0.004916313107611,0.004916313107611,0.49683378512991505,0.3939055980252134,4.595238095238095
0.103455147039952,11.5899154274662,0.00368986689392901,2,235.272121958973,0.00528533644597277,"{wetland, marsh, coastal}",-0.00159546955204376,0.00159546955204376,0.6981328306432699,0.41616113730458093,4.5
0.105230803157774,18.4197846523609,0.0058642838256592,2,362.843129217351,0.00815119105083645,"{growth, economic, relationship}",-0.0022869072251772496,0.0022869072251772496,0.7194388880208403,0.4074250890758506,4.382978723404255
0.0545691021874413,4.69335731711697,0.00149421830505932,2,249.009039922509,0.00559393328508615,"{adsorption, capacity, adsorbent}",-0.00409971498002683,0.00409971498002683,0.2671140732126748,0.32706745245046476,4.6571428571428575
0.126728198686798,22.5888534736214,0.00719158505735109,2,334.296021236289,0.00750988655210052,"{vegetation, ndvi, index}",-0.0003183014947494298,0.0003183014947494298,0.9576156720156577,0.4383903468620984,4.4
0.0464390405552626,7.69094201101018,0.00244855559880115,1,314.752466730554,0.00707084490087165,"{carbonate, mineral, rock}",-0.0046222893020705,0.0046222893020705,0.34628897014829263,0.4464222619061119,4.42
0.103696189001533,17.5186138946652,0.0055773792174756,2,358.267681744879,0.00804840463023737,"{population, size, survival}",-0.002471025412761769,0.002471025412761769,0.6929794752765938,0.4171212591909318,4.622222222222222
0.153342286792373,18.5213971352648,0.00589663406488428,2,268.770342932369,0.00603786660854269,"{crop, agricultural, irrigation}",-0.00014123254365840977,0.00014123254365840977,0.9766088665392861,0.3827419256743997,4.5476190476190474
0.0643880442845267,23.1574786672983,0.00737261754980829,2,668.743313864946,0.0150231713827422,"{soil, moisture, content}",-0.007650553832933909,0.007650553832933909,0.49074974663988397,0.44506539417356583,4.372549019607843
0.108965313831921,14.6365616711028,0.00465982385196399,2,318.499860383142,0.00715502927462781,"{community, microbial, composition}",-0.00249520542266382,0.00249520542266382,0.6512655187153493,0.37228024799077203,4.609756097560975
0.106912271138941,36.9913475927358,0.011776889115238,2,776.126405358306,0.0174355089024846,"{environmental, impact, life}",-0.0056586197872466,0.0056586197872466,0.6754542801764603,0.3813233359340578,4.609756097560975
0.115333742827447,42.5440684062137,0.0135447019029248,2,670.289132463481,0.0150578978573866,"{rate, litter, decomposition}",-0.0015131959544617997,0.0015131959544617997,0.899508153874247,0.4461403839775267,4.333333333333333
0.143911354162119,27.0144166558588,0.0086005460782771,2,423.422251939951,0.00951208771179601,"{yield, wheat, grain}",-0.0009115416335189093,0.0009115416335189093,0.9041701820738575,0.3698484066398246,4.428571428571429
0.149909152803021,49.5990659533641,0.0157907926573309,2,622.388015718565,0.0139818098108016,"{term, long, short}",0.0018089828465292987,0.0018089828465292987,1.1293811653146486,0.4341885996865794,4.42
0.0385745946055571,6.48678449823717,0.00206518947596238,1,403.959784378144,0.00907486766091828,"{absorption, solvent, amine}",-0.0070096781849559005,0.0070096781849559005,0.22757240690751898,0.37752644459638185,4.634146341463414
0.0177431470338647,1.55077565056336,0.000493718506294221,1,243.567673137217,0.00547169417767831,"{membrane, separation, selectivity}",-0.004977975671384089,0.004977975671384089,0.09023137811837839,0.33970301391368274,4.666666666666667
0.212624293433145,41.4912954279347,0.0132095318851895,2,403.217450425648,0.00905819129203321,"{extreme, event, weather}",0.00415134059315629,0.00415134059315629,1.4582968563279783,0.3938514353531307,4.534883720930233
0.112236860275384,22.9962120620094,0.00732127530217276,2,472.315665319699,0.0106104674839181,"{management, resource, conservation}",-0.00328919218174534,0.00328919218174534,0.6900049704001592,0.37895734138708337,4.634146341463414
0.13569300703449,32.5526114433114,0.0103637342332073,1,415.739374386331,0.00933949355824304,"{concentration, nitrogen, nutrient}",0.0010242406749642607,0.0010242406749642607,1.1096676890001456,0.45248194174444106,4.264150943396227
0.0464029623786273,5.16794775236216,0.00164531306896386,3,277.516540475627,0.0062343480116692,"{cement, material, concrete}",-0.00458903494270534,0.00458903494270534,0.2639110081574256,0.36514743606929984,4.615384615384615
0.0885440769072203,6.29663244235664,0.00200465100351215,2,168.614961024312,0.00378789799410871,"{groundwater, recharge, aquifer}",-0.0017832469905965601,0.0017832469905965601,0.5292251815201912,0.3961777644628851,4.5813953488372094
0.344839256328609,44.9806356274932,0.0143204287648591,2,312.070762119499,0.00701060099691838,"{adaptation, vulnerability, strategy}",0.007309827767940719,0.007309827767940719,2.0426820426884755,0.3479215378036792,4.777777777777778
0.0916013272569406,12.5287644197318,0.00398876707457655,2,277.135126995399,0.00622577964176951,"{biomass, aboveground, bioenergy}",-0.00223701256719296,0.00223701256719296,0.6406855533105329,0.42828983721792213,4.428571428571429
0.162819164808088,34.4855979719805,0.0109791367392208,2,436.333392140895,0.00980213363519243,"{response, stress, gene}",0.0011770031040283704,0.0011770031040283704,1.1200762148153742,0.3997896129491156,4.444444444444445
0.152227390104984,48.112063985402,0.0153173776986861,1,547.05132364365,0.0122893876018833,"{year, period, annual}",0.0030279900968027997,0.0030279900968027997,1.2463906416572599,0.4637874938688009,4.377358490566038
0.0599109746314052,8.12495476646975,0.00258673169749105,1,264.427199974704,0.00594029885774797,"{n2o, denitrification, nitrous-oxide}",-0.00335356716025692,0.00335356716025692,0.4354548078195021,0.4258520823715255,4.26
0.10141696999545,9.91085203444156,0.00315530557935311,1,198.809795471483,0.004466218305308,"{ch4, oxidation, uptake}",-0.0013109127259548904,0.0013109127259548904,0.7064826131770362,0.40641398327183875,4.208333333333333
0.105888417636059,25.31899559366,0.00806077699300389,1,439.189992432648,0.0098663065321253,"{co2, mol, carbon-dioxide}",-0.0018055295391214109,0.0018055295391214109,0.8170004617997124,0.43713101111636643,4.294117647058823
