dis_share,doctopic__doc__wc__oecd,primary_wg,title
228.294621682719,Natural Sciences,1,"{delta, isotope, value}"
171.962211928513,Natural Sciences,2,"{drought, stress, index}"
370.635612459417,Natural Sciences,2,"{ecosystem, terrestrial, net}"
307.984901354939,Natural Sciences,3,"{emission, ghg, reduction}"
177.849567958882,Natural Sciences,3,"{energy, consumption, demand}"
284.44364525821,Natural Sciences,2,"{environmental, impact, life}"
356.232648556633,Natural Sciences,2,"{extreme, event, weather}"
134.109863834834,Natural Sciences,2,"{fire, burn, wildfire}"
183.274719434909,Natural Sciences,2,"{flood, flooding, damage}"
336.346498225264,Natural Sciences,1,"{flux, measurement, surface}"
217.22372322291,Natural Sciences,2,"{forest, stand, tropical}"
109.29270830721,Natural Sciences,3,"{fuel, fossil, engine}"
157.218941780972,Natural Sciences,1,"{gas, natural, hydrate}"
298.270006288042,Natural Sciences,2,"{genetic, diversity, gene}"
171.144185228646,Natural Sciences,1,"{glacier, mass, balance}"
198.746571732337,Natural Sciences,2,"{groundwater, recharge, aquifer}"
327.675863278603,Natural Sciences,2,"{growth, economic, relationship}"
185.084276353464,Natural Sciences,2,"{health, disease, human}"
153.423763490905,Natural Sciences,1,"{heat, wave, stress}"
158.414285002653,Natural Sciences,3,"{hydrogen, catalyst, cell}"
234.630583443442,Natural Sciences,1,"{ice, sheet, sea}"
547.996261831901,Natural Sciences,2,"{increase, concentration, effect}"
284.351729074269,Natural Sciences,2,"{lake, level, diatom}"
277.478260782121,Natural Sciences,1,"{land, cover, agricultural}"
224.290220980778,Natural Sciences,2,"{leaf, photosynthesis, photosynthetic}"
273.364219033863,Natural Sciences,2,"{management, resource, conservation}"
180.812214438963,Natural Sciences,1,"{methane, oxidation, source}"
402.977303686959,Natural Sciences,1,"{method, use, approach}"
510.096022555662,Natural Sciences,1,"{model, simulation, simulate}"
136.906971254882,Natural Sciences,1,"{n2o, denitrification, emission}"
376.485379839412,Natural Sciences,1,"{ocean, surface, deep}"
123.861619304548,Natural Sciences,3,"{oil, biodiesel, palm}"
324.316360189021,Natural Sciences,1,"{ozone, air, stratospheric}"
437.18414002423,Natural Sciences,1,"{pacific, sst, enso}"
294.480288058741,Natural Sciences,1,"{permafrost, thaw, layer}"
225.822161424546,Natural Sciences,2,"{plant, seed, stress}"
142.549811394182,Natural Sciences,3,"{policy, tax, sector}"
335.298654343715,Natural Sciences,2,"{population, size, habitat}"
94.4720529255564,Natural Sciences,3,"{power, generation, electricity}"
331.312130065865,Natural Sciences,1,"{precipitation, annual, moisture}"
217.454110631242,Natural Sciences,2,"{process, membrane, solvent}"
292.353377965303,Natural Sciences,2,"{production, food, farm}"
225.260044615961,Natural Sciences,2,"{rainfall, monsoon, rain}"
348.936500330281,Natural Sciences,2,"{rate, litter, decomposition}"
431.379847206622,Natural Sciences,1,"{record, glacial, late}"
549.847449288391,Natural Sciences,2,"{research, social, issue}"
115.022823128008,Natural Sciences,2,"{rice, paddy, field}"
266.387246963792,Natural Sciences,2,"{risk, disaster, vulnerability}"
287.526257789186,Natural Sciences,2,"{river, basin, flow}"
119.632822598807,Natural Sciences,2,"{root, fine, litter}"
190.427726227678,Natural Sciences,2,"{runoff, catchment, hydrological}"
755.648759250581,Natural Sciences,1,"{scale, spatial, variability}"
261.832238060463,Natural Sciences,2,"{scenario, future, project}"
331.485466024976,Natural Sciences,1,"{sea, level, rise}"
402.023987827714,Natural Sciences,2,"{sediment, erosion, core}"
371.012198875834,Natural Sciences,2,"{site, elevation, high}"
254.804946084524,Natural Sciences,1,"{snow, cover, winter}"
116.142362429753,Natural Sciences,3,"{soc, stock, soil}"
435.178010212422,Natural Sciences,2,"{soil, moisture, microbial}"
173.274324336445,Natural Sciences,1,"{solar, radiation, irradiance}"
453.648370727302,Natural Sciences,2,"{specie, distribution, habitat}"
201.540344867164,Natural Sciences,2,"{storage, reservoir, injection}"
237.06489275735,Natural Sciences,2,"{system, performance, design}"
403.69696749203,Natural Sciences,1,"{temperature, warm, air}"
201.483258357197,Natural Sciences,2,"{tree, ring, stand}"
298.484177196123,Natural Sciences,1,"{trend, station, significant}"
363.184812967067,Natural Sciences,1,"{uncertainty, estimate, projection}"
152.864480958112,Natural Sciences,2,"{urban, city, urbanization}"
294.968921073027,Natural Sciences,2,"{vegetation, ndvi, index}"
100.871894911057,Natural Sciences,3,"{vehicle, electric, transport}"
104.429229983743,Natural Sciences,3,"{waste, landfill, treatment}"
379.20831129607,Natural Sciences,2,"{water, resource, irrigation}"
243.959531103282,Natural Sciences,2,"{wetland, marsh, habitat}"
211.509097488096,Natural Sciences,1,"{wind, speed, turbine}"
416.730410413176,Natural Sciences,1,"{year, season, period}"
97.4061392733856,Social Sciences,2,"{adaptation, vulnerability, farmer}"
8.53660678044884,Social Sciences,2,"{adsorption, capacity, adsorbent}"
5.1587627938592,Social Sciences,1,"{aerosol, forcing, radiative}"
16.604214233812,Social Sciences,1,"{arctic, warm, tundra}"
46.5411835245803,Social Sciences,2,"{area, region, distribution}"
6.59030860603385,Social Sciences,3,"{biochar, application, amendment}"
7.95919907128574,Social Sciences,2,"{biomass, aboveground, bioenergy}"
41.5129082495869,Social Sciences,2,"{building, design, construction}"
7.40823992269333,Social Sciences,1,"{cal, pollen, holocene}"
63.8107071274255,Social Sciences,3,"{carbon, low, sink}"
32.0773264456608,Social Sciences,3,"{cement, material, concrete}"
1.62785272043162,Social Sciences,1,"{ch4, oxidation, emission}"
42.7365140209887,Social Sciences,2,"{change, climatic, response}"
78.670741716412,Social Sciences,2,"{china, province, chinese}"
45.7887073137208,Social Sciences,1,"{climate, future, global}"
5.65841571592565,Social Sciences,1,"{cloud, feedback, radiative}"
14.1572636494179,Social Sciences,1,"{co2, mol, concentration}"
18.0903343187559,Social Sciences,3,"{coal, combustion, technology}"
33.5950400502867,Social Sciences,2,"{community, microbial, composition}"
5.81907897419533,Social Sciences,2,"{coral, reef, bleaching}"
90.1082119555067,Social Sciences,3,"{cost, price, technology}"
157.954479266599,Social Sciences,3,"{country, develop, international}"
16.1853914510347,Social Sciences,2,"{crop, yield, wheat}"
35.6479365238048,Social Sciences,1,"{data, use, satellite}"
18.4727707777877,Social Sciences,1,"{degree, day, latitude}"
8.44205842148728,Social Sciences,1,"{delta, isotope, value}"
11.5663499453383,Social Sciences,2,"{drought, stress, index}"
18.035299252194,Social Sciences,2,"{ecosystem, terrestrial, net}"
102.374985772378,Social Sciences,3,"{emission, ghg, reduction}"
79.1506065660274,Social Sciences,3,"{energy, consumption, demand}"
74.7962436460252,Social Sciences,2,"{environmental, impact, life}"
28.1375173791656,Social Sciences,2,"{extreme, event, weather}"
6.94282729154944,Social Sciences,2,"{fire, burn, wildfire}"
22.687621176077,Social Sciences,2,"{flood, flooding, damage}"
5.13884758451644,Social Sciences,1,"{flux, measurement, surface}"
15.1702609244551,Social Sciences,2,"{forest, stand, tropical}"
29.4805883491384,Social Sciences,3,"{fuel, fossil, engine}"
14.358449491092,Social Sciences,1,"{gas, natural, hydrate}"
14.6317869982249,Social Sciences,2,"{genetic, diversity, gene}"
6.01674724180913,Social Sciences,1,"{glacier, mass, balance}"
10.4603810937793,Social Sciences,2,"{groundwater, recharge, aquifer}"
60.8949793865924,Social Sciences,2,"{growth, economic, relationship}"
32.2571740792557,Social Sciences,2,"{health, disease, human}"
10.0291037716315,Social Sciences,1,"{heat, wave, stress}"
9.45201375916465,Social Sciences,3,"{hydrogen, catalyst, cell}"
4.19912415436171,Social Sciences,1,"{ice, sheet, sea}"
37.1516939842079,Social Sciences,2,"{increase, concentration, effect}"
5.33335487826512,Social Sciences,2,"{lake, level, diatom}"
30.6483368830884,Social Sciences,1,"{land, cover, agricultural}"
4.43430702868998,Social Sciences,2,"{leaf, photosynthesis, photosynthetic}"
61.5358921775475,Social Sciences,2,"{management, resource, conservation}"
4.17473639519036,Social Sciences,1,"{methane, oxidation, source}"
62.3127398332495,Social Sciences,1,"{method, use, approach}"
44.930045961346,Social Sciences,1,"{model, simulation, simulate}"
2.1678488057708,Social Sciences,1,"{n2o, denitrification, emission}"
8.79236234511991,Social Sciences,1,"{ocean, surface, deep}"
38.0239055450012,Social Sciences,3,"{oil, biodiesel, palm}"
23.5075158571629,Social Sciences,1,"{ozone, air, stratospheric}"
12.4090533882285,Social Sciences,1,"{pacific, sst, enso}"
8.41102736232272,Social Sciences,1,"{permafrost, thaw, layer}"
9.13915303882369,Social Sciences,2,"{plant, seed, stress}"
155.18323765228,Social Sciences,3,"{policy, tax, sector}"
30.1267821761067,Social Sciences,2,"{population, size, habitat}"
33.4218828108079,Social Sciences,3,"{power, generation, electricity}"
8.48784715560889,Social Sciences,1,"{precipitation, annual, moisture}"
19.2072686116633,Social Sciences,2,"{process, membrane, solvent}"
51.5093231763894,Social Sciences,2,"{production, food, farm}"
13.1043890263798,Social Sciences,2,"{rainfall, monsoon, rain}"
21.982321753932,Social Sciences,2,"{rate, litter, decomposition}"
15.6053100864706,Social Sciences,1,"{record, glacial, late}"
306.00519673114,Social Sciences,2,"{research, social, issue}"
8.07875220873322,Social Sciences,2,"{rice, paddy, field}"
90.9627058600677,Social Sciences,2,"{risk, disaster, vulnerability}"
12.1943691307711,Social Sciences,2,"{river, basin, flow}"
5.41238686333688,Social Sciences,2,"{root, fine, litter}"
7.5444182891798,Social Sciences,2,"{runoff, catchment, hydrological}"
62.6671489986912,Social Sciences,1,"{scale, spatial, variability}"
36.7555763093726,Social Sciences,2,"{scenario, future, project}"
24.700330856585,Social Sciences,1,"{sea, level, rise}"
9.27222643132458,Social Sciences,2,"{sediment, erosion, core}"
18.9256373205248,Social Sciences,2,"{site, elevation, high}"
9.88681359267091,Social Sciences,1,"{snow, cover, winter}"
5.93939150964824,Social Sciences,3,"{soc, stock, soil}"
11.3292519826963,Social Sciences,2,"{soil, moisture, microbial}"
13.6672885144144,Social Sciences,1,"{solar, radiation, irradiance}"
10.8409517968038,Social Sciences,2,"{specie, distribution, habitat}"
12.3816072932454,Social Sciences,2,"{storage, reservoir, injection}"
38.9017907746319,Social Sciences,2,"{system, performance, design}"
12.4622117339926,Social Sciences,1,"{temperature, warm, air}"
6.99555736206691,Social Sciences,2,"{tree, ring, stand}"
20.5992623725895,Social Sciences,1,"{trend, station, significant}"
48.3007025842579,Social Sciences,1,"{uncertainty, estimate, projection}"
66.3441775700627,Social Sciences,2,"{urban, city, urbanization}"
11.2091373674556,Social Sciences,2,"{vegetation, ndvi, index}"
61.8291617656877,Social Sciences,3,"{vehicle, electric, transport}"
16.2439865806328,Social Sciences,3,"{waste, landfill, treatment}"
26.4901822480717,Social Sciences,2,"{water, resource, irrigation}"
10.6433193626181,Social Sciences,2,"{wetland, marsh, habitat}"
16.3709241690478,Social Sciences,1,"{wind, speed, turbine}"
23.5550995545556,Social Sciences,1,"{year, season, period}"
0.999361181836443,,2,"{adaptation, vulnerability, farmer}"
0.436440027242908,,2,"{adsorption, capacity, adsorbent}"
0.131082672358909,,1,"{aerosol, forcing, radiative}"
0.240644962332682,,1,"{arctic, warm, tundra}"
0.800618757879422,,2,"{area, region, distribution}"
0.372303434335048,,3,"{biochar, application, amendment}"
0.478586925813511,,2,"{biomass, aboveground, bioenergy}"
1.28679701566599,,2,"{building, design, construction}"
0.0860599841006408,,1,"{cal, pollen, holocene}"
0.842277435802955,,3,"{carbon, low, sink}"
2.37948519266954,,3,"{cement, material, concrete}"
0.0411249886152253,,1,"{ch4, oxidation, emission}"
0.481232485363933,,2,"{change, climatic, response}"
0.689665526274393,,2,"{china, province, chinese}"
0.539073004226795,,1,"{climate, future, global}"
0.114647475756557,,1,"{cloud, feedback, radiative}"
0.577082017762983,,1,"{co2, mol, concentration}"
0.457578676055825,,3,"{coal, combustion, technology}"
0.539627184961473,,2,"{community, microbial, composition}"
0.0392977428715475,,2,"{coral, reef, bleaching}"
1.39943013229493,,3,"{cost, price, technology}"
1.69478795112587,,3,"{country, develop, international}"
0.292161374295549,,2,"{crop, yield, wheat}"
0.587351259753933,,1,"{data, use, satellite}"
0.399590936025502,,1,"{degree, day, latitude}"
0.163141036519769,,1,"{delta, isotope, value}"
0.22211848388816,,2,"{drought, stress, index}"
0.214811227727615,,2,"{ecosystem, terrestrial, net}"
1.77557953823725,,3,"{emission, ghg, reduction}"
2.19655302535587,,3,"{energy, consumption, demand}"
1.83820198501751,,2,"{environmental, impact, life}"
0.298029402769833,,2,"{extreme, event, weather}"
0.179374863499141,,2,"{fire, burn, wildfire}"
0.236885578616267,,2,"{flood, flooding, damage}"
0.164262660694439,,1,"{flux, measurement, surface}"
0.141972539104471,,2,"{forest, stand, tropical}"
1.34459512301597,,3,"{fuel, fossil, engine}"
0.835102397256572,,1,"{gas, natural, hydrate}"
0.213675146878493,,2,"{genetic, diversity, gene}"
0.0530706172976588,,1,"{glacier, mass, balance}"
0.249614561812846,,2,"{groundwater, recharge, aquifer}"
0.807942269476684,,2,"{growth, economic, relationship}"
0.539594119487182,,2,"{health, disease, human}"
0.549906509507396,,1,"{heat, wave, stress}"
1.00480362336853,,3,"{hydrogen, catalyst, cell}"
0.133516249554231,,1,"{ice, sheet, sea}"
0.896669132493885,,2,"{increase, concentration, effect}"
0.0731268756348785,,2,"{lake, level, diatom}"
0.498948066211797,,1,"{land, cover, agricultural}"
0.117779642279569,,2,"{leaf, photosynthesis, photosynthetic}"
1.18999456674365,,2,"{management, resource, conservation}"
0.13338757924191,,1,"{methane, oxidation, source}"
1.63132803778277,,1,"{method, use, approach}"
0.858489460598404,,1,"{model, simulation, simulate}"
0.0852474115872838,,1,"{n2o, denitrification, emission}"
0.227235157373741,,1,"{ocean, surface, deep}"
1.06518901388944,,3,"{oil, biodiesel, palm}"
0.830549293171543,,1,"{ozone, air, stratospheric}"
0.340908422299285,,1,"{pacific, sst, enso}"
0.172073860845479,,1,"{permafrost, thaw, layer}"
0.562410458571418,,2,"{plant, seed, stress}"
1.20983206957796,,3,"{policy, tax, sector}"
0.296716703649254,,2,"{population, size, habitat}"
1.11737365265777,,3,"{power, generation, electricity}"
0.227399828441305,,1,"{precipitation, annual, moisture}"
1.09242965355877,,2,"{process, membrane, solvent}"
1.73998684739333,,2,"{production, food, farm}"
0.154813518854518,,2,"{rainfall, monsoon, rain}"
0.481756831747729,,2,"{rate, litter, decomposition}"
0.26514754075994,,1,"{record, glacial, late}"
4.39305588167802,,2,"{research, social, issue}"
0.105848556536561,,2,"{rice, paddy, field}"
1.02536493473871,,2,"{risk, disaster, vulnerability}"
0.139145123745801,,2,"{river, basin, flow}"
0.0877610834691862,,2,"{root, fine, litter}"
0.085817090080017,,2,"{runoff, catchment, hydrological}"
0.799954842778529,,1,"{scale, spatial, variability}"
0.814209095014797,,2,"{scenario, future, project}"
0.386581585671958,,1,"{sea, level, rise}"
0.182448155714196,,2,"{sediment, erosion, core}"
0.201080977246626,,2,"{site, elevation, high}"
0.0998346647678909,,1,"{snow, cover, winter}"
0.0717600652467462,,3,"{soc, stock, soil}"
0.155084363734324,,2,"{soil, moisture, microbial}"
0.591923568535519,,1,"{solar, radiation, irradiance}"
0.0767101030836726,,2,"{specie, distribution, habitat}"
0.343750433297783,,2,"{storage, reservoir, injection}"
1.21441382998565,,2,"{system, performance, design}"
0.38260154845433,,1,"{temperature, warm, air}"
0.160983898892265,,2,"{tree, ring, stand}"
0.519112663399359,,1,"{trend, station, significant}"
0.552553247353246,,1,"{uncertainty, estimate, projection}"
1.80755197286603,,2,"{urban, city, urbanization}"
0.256770813739219,,2,"{vegetation, ndvi, index}"
1.28894112876206,,3,"{vehicle, electric, transport}"
1.3554708583142,,3,"{waste, landfill, treatment}"
0.654680060853571,,2,"{water, resource, irrigation}"
0.0922952797032667,,2,"{wetland, marsh, habitat}"
0.59851235806041,,1,"{wind, speed, turbine}"
0.473225223330372,,1,"{year, season, period}"
