ipcc_coverage,ipcc_score,ipcc_share,primary_wg,score,share,title,deviation,abs_md,representation,ys,year_av,lrep,x_q,y_q
0.128796842634944,14.6467831369144,0.00488725860724375,2,252.220078542556,0.00684636942943318,"resources, resource management",-0.0019591108221894294,0.0019591108221894294,0.7138467559511134,0.592991982989281,4.640625,-0.3370869671977839,8,4
0.158432700225695,11.2401700729391,0.00375055856445403,2,129.018353674443,0.00350212924179812,"fire, fire",0.00024842932265591033,0.00024842932265591033,1.0709366518205243,0.5466251160777377,4.475409836065574,0.0685336410893013,4,6
0.176489400653102,27.9433611357943,0.00932398813784862,2,302.971623055702,0.00822399100840947,"causality, attribution of effects",0.0010999971294391505,0.0010999971294391505,1.1337546610051428,0.7741755740915405,4.436781609195402,0.12553483357890657,3,7
0.0976831013291631,22.8779675398645,0.00763379526618707,1,348.588787580961,0.009462242786253,"records, long term climate & CO2 records",-0.001828447520065929,0.001828447520065929,0.8067638337580656,0.7246048907833916,4.305882352941176,-0.21472430068166218,1,4
0.151926091794481,29.9045473139461,0.00997838603122789,1,373.365499403813,0.0101347924237206,"carbon, carbon sources, sinks and flows",-0.00015640639249270977,0.00015640639249270977,0.9845673807658222,0.5587400294350326,4.483870967741935,-0.015552941634187594,4,6
0.179700752595781,11.6016711502043,0.00387118226966473,2,122.207569371982,0.00331725440666098,"coral, coral bleaching",0.0005539278630037501,0.0005539278630037501,1.166983835153395,0.5217860053426595,4.642857142857143,0.15442250158328719,8,7
0.253465918038282,38.4147617347401,0.0128180279026701,1,242.558993015983,0.00658412480169983,"sea level, sea level rise",0.006233903100970269,0.006233903100970269,1.9468081618624327,0.7242775548132718,4.385542168674699,0.6661911914187708,2,9
0.215806951098524,46.4460005896939,0.0154978478231125,1,343.995169904952,0.00933755166804678,"surface, surface & albedo",0.00616029615506572,0.00616029615506572,1.6597335547974883,0.6264931007539831,4.287671232876712,0.5066570803273388,0,8
0.0449036169463804,4.06726576450709,0.0013571430279074,3,190.637332880053,0.00517474110499278,"CO2 storage, geological CO2 storage",-0.00381759807708538,0.00381759807708538,0.26226298096304346,0.627975112958725,4.681818181818182,-1.3384075345015916,9,0
0.0354754170250144,3.44481959679527,0.0011494485900053,3,210.986790008072,0.00572711545199911,"power, power generation",-0.00457766686199381,0.00457766686199381,0.20070288431221917,0.5225333308506206,4.642857142857143,-1.6059296520214303,8,0
0.136302359559102,13.2611411043326,0.0044249051411624,1,212.488420202862,0.00576787634272332,"heat, heat as a resource / impacts of heat",-0.00134297120156092,0.00134297120156092,0.7671636627135401,0.4903716671154036,4.518518518518518,-0.26505512004666487,5,4
0.0445816717698641,4.68056882290477,0.00156178664302646,1,187.392436023808,0.00508666024019156,"minerals, carbonates, minerals & ",-0.0035248735971651,0.0035248735971651,0.307035769892043,0.7172115705156342,4.390243902439025,-1.1807910238758754,2,1
0.053732320401919,2.80230108371681,0.000935056521521535,3,115.786970901385,0.00314297094222877,"SOC, soil organic carbon",-0.0022079144207072347,0.0022079144207072347,0.297507211714296,0.5428437925770362,4.593220338983051,-1.2123168132338051,7,1
0.0936984503816021,10.152681422376,0.00338769129059173,2,208.817074180229,0.00566821975979197,"biomass, biomass & bioenergy",-0.0022805284692002403,0.0022805284692002403,0.5976640698765112,0.554501258200825,4.451612903225806,-0.5147264389349022,3,3
0.323434996478779,24.9126676651559,0.00831272289196915,1,114.395218058413,0.00310519260922487,"clouds, cloud radiative feedback",0.0052075302827442795,0.0052075302827442795,2.6770393782575064,0.6849809116856481,4.275,0.9847114742759387,0,9
0.1751219030584,18.1473279583756,0.00605530128588566,2,235.411428639165,0.00639010826452673,"socioeconomic, the economy & social and economic development",-0.0003348069786410701,0.0003348069786410701,0.9476054293947292,0.5620851367064784,4.590163934426229,-0.05381707708672668,7,5
0.0671322290370099,7.60733576315063,0.00253837425181428,3,217.086466708521,0.00589268767897125,"fuel, fossil and bio fuels for transportation",-0.0033543134271569698,0.0033543134271569698,0.4307668062695343,0.5607812859737155,4.532258064516129,-0.842188388039139,6,2
0.133726124228383,13.5230238313721,0.00451228873931144,1,191.274690095753,0.00519204180120385,"transport, transport",-0.0006797530618924104,0.0006797530618924104,0.8690778911420166,0.5698454489385526,4.446153846153846,-0.1403225246587313,3,5
0.141266625662201,19.872268306443,0.00663086996088213,2,246.660329898009,0.00669545323998739,"vegetation, vegetation",-6.458327910525974e-05,6.458327910525974e-05,0.9903541587417043,0.5678981969015282,4.369230769230769,-0.009692663723073083,1,6
0.112841426016134,11.9592255213157,0.00399048905952002,1,169.357961310256,0.00459712476360215,"methane, methane",-0.0006066357040821297,0.0006066357040821297,0.8680401913637013,0.5969376020801446,4.211267605633803,-0.14151726197935452,0,4
0.173644822839429,18.8690947531549,0.00629613648821194,3,215.74757007893,0.0058563440975761,"costs, economic costs & benefits",0.00043979239063584013,0.00043979239063584013,1.0750967469308825,0.5534152730799281,4.540983606557377,0.07241065467513304,6,6
0.150625006404862,13.3576628606685,0.00445711199368622,1,165.487457454783,0.00449206215547937,"wind, wind energy & climate impacts on wind resources",-3.4950161793149796e-05,3.4950161793149796e-05,0.992219572974849,0.5436368672434023,4.5,-0.007810852465526169,5,6
0.0140658879386609,0.613135692389171,0.000204587769343365,2,147.331131289848,0.00399921909110194,"adsorption, adsorption (of CO2 for capture)",-0.003794631321758575,0.003794631321758575,0.05115692956121419,0.5268485717524574,4.714285714285714,-2.972857320467895,9,0
0.34206726219474,62.9973268251103,0.0210206039702605,1,293.578728279563,0.00796902626483775,"climate, climate sensitivity, risks and projections",0.01305157770542275,0.01305157770542275,2.6377882656769587,0.7599683515394411,4.447058823529412,0.9699407878733134,3,9
0.192042942618496,13.7825057627967,0.00459887125309107,1,123.380246137745,0.00334908604514955,"snow, snow cover & albedo",0.0012497852079415197,0.0012497852079415197,1.3731720209910916,0.6486162884361982,4.391891891891892,0.3171234073509273,2,8
0.179339511949734,14.4410003202739,0.00481859412082048,2,158.036486408141,0.00428980981820276,"diseases, human, animal and crop diseases",0.00052878430261772,0.00052878430261772,1.1232652087218302,0.634665522734973,4.632352941176471,0.11623980880242443,8,6
0.223611359846084,24.4460422430082,0.00815702186946938,1,203.308283479392,0.00551868679451303,"land, land cover and land use",0.0026383350749563505,0.0026383350749563505,1.4780729860552193,0.6288655944939305,4.5,0.3907392029408905,5,8
0.0785526255450908,10.9395452236285,0.00365024770652635,2,247.491375737887,0.00671801150285637,"sites, sites",-0.0030677637963300195,0.0030677637963300195,0.5433524049451739,0.6558950262248823,4.445945945945946,-0.6099971733393819,3,2
0.12827021661225,12.2675996381462,0.00409338565071298,2,225.352307544948,0.00611705918951111,"community, microbial, plant, animal and human communities",-0.0020236735387981304,0.0020236735387981304,0.6691754197395845,0.5312108309833937,4.631578947368421,-0.40170904135759283,8,3
0.0446950525238736,6.07665964500754,0.00202762660413161,2,235.038350567913,0.00637998127417541,"sediment, sediment flux & erosion",-0.004352354670043799,0.004352354670043799,0.31781074536048287,0.576532713745157,4.333333333333333,-1.1462992137441297,1,1
0.0314165969721422,2.6482851428209,0.00088366532348439,3,163.326042951872,0.00443339179797821,"coal, coal",-0.0035497264744938197,0.0035497264744938197,0.1993203767569954,0.5073437981156752,4.571428571428571,-1.612841815359023,6,0
0.322374690535051,34.2614262786326,0.0114321656101184,1,140.773240804854,0.00382120891365107,"ozone, ozone",0.0076109566964673294,0.0076109566964673294,2.9917667074620238,0.6876000172997865,4.192771084337349,1.0958640849673096,0,9
