,docdynamictopic__topic__title,tscore,x1,x2,y1,y2,proportion
0,"{soc, stock, soil}",269.529798412293,-20.0,-15.0,-5.0,0.0,0.4316668042949392
1,"{soil, microbial, organic}",88.2425748837039,-20.0,-15.0,-5.0,0.0,0.14132533963661367
2,"{crop, agricultural, residue}",14.8799950723876,-20.0,-15.0,-5.0,0.0,0.023831130949746007
3,"{forest, stand, disturbance}",13.092958786986,-20.0,-15.0,-5.0,0.0,0.02096909399864641
4,"{treatment, fertilizer, manure}",12.1728435078961,-20.0,-15.0,-5.0,0.0,0.019495478745537656
5,"{site, elevation, high}",11.7513406762764,-20.0,-15.0,-5.0,0.0,0.018820418765534176
6,"{yield, wheat, grain}",11.6528576978016,-20.0,-15.0,-5.0,0.0,0.018662692856020326
7,"{land, surface, agricultural}",9.81902444824459,-20.0,-15.0,-5.0,0.0,0.015725707991604037
8,"{carbon, low, sink}",9.66998876680566,-20.0,-15.0,-5.0,0.0,0.015487019146394231
9,"{change, response, shift}",9.15939402561149,-20.0,-15.0,-5.0,0.0,0.014669273570508266
10,"{model, simulation, simulate}",8.89714707154089,-20.0,-15.0,-5.0,0.0,0.014249270642199115
11,"{system, performance, design}",8.22912440654013,-20.0,-15.0,-5.0,0.0,0.013179395583129154
12,"{tree, ring, stand}",7.74388308512943,-20.0,-15.0,-5.0,0.0,0.012402254904216908
13,"{china, province, industry}",7.12565199376959,-20.0,-15.0,-5.0,0.0,0.011412123790347076
14,"{management, conservation, resource}",7.08961856036705,-20.0,-15.0,-5.0,0.0,0.01135441426384472
15,"{vegetation, ndvi, cover}",6.69547004606081,-20.0,-15.0,-5.0,0.0,0.010723163728317985
16,"{rice, paddy, straw}",5.48237637079279,-20.0,-15.0,-5.0,0.0,0.008780327451223566
17,"{effect, increase, affect}",4.81276913556656,-20.0,-15.0,-5.0,0.0,0.007707914615739127
18,"{area, region, study}",4.80733142442849,-20.0,-15.0,-5.0,0.0,0.007699205822116023
19,"{growth, rate, grow}",4.6908417926297,-20.0,-15.0,-5.0,0.0,0.007512641266403491
20,"{biomass, root, bioenergy}",4.67553259549402,-20.0,-15.0,-5.0,0.0,0.0074881227447305306
21,"{delta, value, thousand}",4.58685539934409,-20.0,-15.0,-5.0,0.0,0.007346101335218989
22,"{ecosystem, net, grassland}",4.46670191946704,-20.0,-15.0,-5.0,0.0,0.007153668925188748
23,"{plant, grow, herbivore}",4.17518662918673,-20.0,-15.0,-5.0,0.0,0.006686791145812672
24,"{year, period, long}",3.81552872666186,-20.0,-15.0,-5.0,0.0,0.006110779223061014
25,"{increase, decrease, effect}",3.81010598540947,-20.0,-15.0,-5.0,0.0,0.006102094404533614
26,"{co2, mol, carbon-dioxide}",3.68593785543162,-20.0,-15.0,-5.0,0.0,0.005903232311442045
27,"{scenario, future, project}",3.65053734657133,-20.0,-15.0,-5.0,0.0,0.005846536448423736
28,"{data, method, use}",3.57584311273368,-20.0,-15.0,-5.0,0.0,0.005726909522533204
29,"{permafrost, arctic, thaw}",3.52433025073407,-20.0,-15.0,-5.0,0.0,0.005644408839304689
30,"{specie, habitat, distribution}",3.31893507701221,-20.0,-15.0,-5.0,0.0,0.005315457165759137
31,"{scale, spatial, regional}",3.15085007105436,-20.0,-15.0,-5.0,0.0,0.005046259779054114
32,"{concentration, ozone, nutrient}",2.98795528788496,-20.0,-15.0,-5.0,0.0,0.004785374819761075
33,"{emission, ghg, reduction}",2.87623584681414,-20.0,-15.0,-5.0,0.0,0.004606449987001441
34,"{uncertainty, estimate, projection}",2.80147127625897,-20.0,-15.0,-5.0,0.0,0.0044867104129871944
35,"{precipitation, region, wet}",2.65705374895912,-20.0,-15.0,-5.0,0.0,0.004255417795766656
36,"{annual, mean, variation}",2.64616748637203,-20.0,-15.0,-5.0,0.0,0.004237982847165921
37,"{wetland, marsh, peat}",2.59623980649449,-20.0,-15.0,-5.0,0.0,0.004158020920337961
38,"{sediment, erosion, deposit}",2.33764167298563,-20.0,-15.0,-5.0,0.0,0.003743861778951855
39,"{degree, day, warm}",2.00792116960337,-20.0,-15.0,-5.0,0.0,0.0032157962483724827
40,"{temperature, warm, thermal}",1.92473472685084,-20.0,-15.0,-5.0,0.0,0.0030825685825812596
41,"{reservoir, injection, storage}",1.91313015814638,-20.0,-15.0,-5.0,0.0,0.003063983227205404
42,"{rainfall, monsoon, rain}",1.89109312980468,-20.0,-15.0,-5.0,0.0,0.0030286897136256275
43,"{water, demand, deep}",1.793074882697,-20.0,-15.0,-5.0,0.0,0.0028717080969702345
44,"{irrigation, agricultural, irrigated}",1.68564636081882,-20.0,-15.0,-5.0,0.0,0.0026996554074255083
45,"{trend, station, significant}",1.53283806146232,-20.0,-15.0,-5.0,0.0,0.002454924507014772
46,"{n2o, denitrification, nitrous-oxide}",1.52336380937485,-20.0,-15.0,-5.0,0.0,0.00243975097093166
47,"{community, diversity, abundance}",1.5027862465189,-20.0,-15.0,-5.0,0.0,0.0024067948716412256
48,"{rate, absorption, solvent}",1.45532659535967,-20.0,-15.0,-5.0,0.0,0.0023307856286204623
49,"{flux, measurement, net}",1.32206346872626,-20.0,-15.0,-5.0,0.0,0.002117357397890289
50,"{climate, future, impact}",1.31702443060661,-20.0,-15.0,-5.0,0.0,0.0021092871010450313
51,"{coastal, sea, rise}",1.22119325340823,-20.0,-15.0,-5.0,0.0,0.001955808197203132
52,"{urban, city, urbanization}",1.20285240722292,-20.0,-15.0,-5.0,0.0,0.0019264343227465236
53,"{leaf, photosynthetic, photosynthesis}",1.1877605633271,-20.0,-15.0,-5.0,0.0,0.0019022639042480783
54,"{drought, index, severe}",1.18404239738633,-20.0,-15.0,-5.0,0.0,0.001896309056884466
55,"{ch4, methane, oxidation}",1.1783338421252,-20.0,-15.0,-5.0,0.0,0.0018871664914938161
56,"{production, farm, product}",1.13888329410503,-20.0,-15.0,-5.0,0.0,0.0018239842678886128
57,"{fire, burn, wildfire}",1.05852344437232,-20.0,-15.0,-5.0,0.0,0.0016952835463651319
58,"{environmental, economic, environment}",0.876102022614945,-20.0,-15.0,-5.0,0.0,0.001403125600828844
59,"{runoff, catchment, streamflow}",0.864305875381841,-20.0,-15.0,-5.0,0.0,0.0013842334218968602
60,"{river, discharge, basin}",0.787943391453842,-20.0,-15.0,-5.0,0.0,0.0012619347016833715
61,"{food, waste, diet}",0.776835393969876,-20.0,-15.0,-5.0,0.0,0.0012441446324432904
62,"{reaction, catalyst, hydrogen}",0.740292571097346,-20.0,-15.0,-5.0,0.0,0.0011856192906732075
